Date,^BSESN,ADANIPORTS.BO,RELIANCE.BO,BAJFINANCE.BO,HDFCBANK.BO,TATAMOTORS.BO,TCS.BO,ITC.BO,ICICIBANK.BO,SBIN.BO,TECHM.BO,FEDERALBNK.BO,DLF.BO,BHARATFORG.BO,VOLTAS.BO,GAIL.BO,ACC.BO,NAUKRI.BO,TATAPOWER.BO,BANKBARODA.BO,AMBUJACEM.BO
28-05-2020,31827.80078,329.8999939,1455,1957.949951,917.5999756,85.65000153,1996.699951,192.6499939,322.8999939,159.8999939,529.7999878,42,137.3999939,293,470,89.19999695,1279.900024,2462.399902,36,38.65000153,187.5
29-05-2020,32041.28906,333.8999939,1470.699951,1919.900024,948,85.80000305,1995,190.8000031,323.0499878,156,531,42.34999847,144,307,486.6000061,89.05000305,1267.849976,2564.350098,36.79999924,38.70000076,191
01-06-2020,32906.05078,329.9500122,1480,1998,970,89,1995,200,338.2000122,164,535,46.45000076,152.8000031,335,505,94.90000153,1277.25,2768.850098,37.40000153,39.70000076,194.5
02-06-2020,33450.19141,332,1521,2185,988,89.40000153,2054.899902,201.8000031,337.1000061,170.3000031,547.9000244,47,153.6999969,338.8999939,577,93.80000305,1284,2684,41.04999924,42.70000076,191.9499969
03-06-2020,34185.41016,346.9500122,1545,2409,1010,100,2047.150024,200,356.2999878,172.0500031,550.0999756,48.25,159,337,562.4500122,97.55000305,1295,2620.050049,43.5,43,193.6000061
04-06-2020,34072.5,343,1540,2413.100098,1026,99.30000305,2045.349976,197.8999939,355.3999939,175,555,47.15000153,154.0500031,336.7999878,570,97.5,1265.599976,2510,40.84999847,43.5,188.8999939
05-06-2020,34198.55078,343.75,1601.900024,2342,1003,100.9000015,2093.899902,200.6999969,349.8999939,176.8500061,589,45.70000076,150.3500061,345,568,98,1284,2530.25,44.09999847,43.40000153,188.9499969
08-06-2020,34841.17188,343,1624,2496.850098,1051,114.8000031,2073,202.3999939,365.1000061,197.6999969,580.3499756,48.59999847,160.3500061,350.5,585,101.3000031,1320.900024,2543.949951,44.54999924,48.90000153,199
09-06-2020,34520.78906,343.2000122,1580,2535.199951,1023.900024,117.5,2068.899902,198.9499969,360.75,189,591.0499878,48.40000153,155,371.8999939,565,105,1295,2688,43.5,46,193.4499969
10-06-2020,34029.14063,346.1000061,1541.099976,2448.699951,988.2000122,110.9000015,2073,199.1999969,349,185.1499939,591.7000122,48,153.3000031,362.2000122,550.5499878,101,1244.550049,2724.899902,42.79999924,46,188
11-06-2020,34214.69141,346.7000122,1569,2414,989,111,2102,200,352.2000122,188.1499939,591,50,157.3999939,355.8500061,553.5999756,98.05000305,1268.5,2775,42.79999924,47.34999847,193.5
12-06-2020,32436.68945,330.5,1495,2200,929,99.09999847,2009,189.6000061,323.2000122,170.6999969,555.5499878,45.29999924,147.8999939,345.8999939,542.2000122,93.80000305,1190,2780,39,42.20000076,182.9499969
15-06-2020,33670.55078,347,1577,2419,972.4000244,104.8499985,2040,194.0500031,341.75,178,555.0999756,48.75,154.6999969,352,558,96.84999847,1265,2820,42.34999847,45.04999924,193
16-06-2020,33853.71875,345,1641.5,2448,973,101.25,2061,190.1000061,341.6000061,177.6000061,555.0499878,47.5,150,348,559.8499756,101,1268.650024,2820,43.84999847,46.95000076,193.8000031
17-06-2020,33438.30859,343,1608,2340,986.5499878,92.80000305,2042,183.1000061,338.5,171.8500061,533.0499878,46,146.1000061,345,552.9000244,97,1240,2821,40.79999924,44.59999847,188.3500061
18-06-2020,33371.51953,332,1605.550049,2350,980,94.80000305,2035.050049,181.5500031,340,172.6000061,536.9000244,46,150,352,542,96.84999847,1249,2770,41.20000076,44.54999924,186.8999939
19-06-2020,34335.37891,345,1674.699951,2559,1022,96.40000153,2046.900024,187.3500061,351.5,180,540,48,147.75,362,545,98,1250,2774.699951,43.20000076,46.5,187.6999969
22-06-2020,34892.03125,349,1775.050049,2742.600098,1023,103.8000031,2045.050049,185.8000031,366,185,539.0499878,51.79999924,163.8000031,376.1499939,550.2000122,99.44999695,1274.099976,2679,43.40000153,47.25,194.3500061
23-06-2020,35015.73047,350,1754,2900,1035,102.8000031,2017,184.9499969,370.5,189.6999969,546.0999756,54.90000153,161.1000061,372.5,550,99,1270.150024,2745,43.90000153,50.5,191.1000061
24-06-2020,35679.73828,357,1739.800049,3144,1045.849976,104.9499969,2037,187.6000061,379.1499939,193.6499939,560,57.09999847,168.6499939,371.7999878,552,100.0500031,1302,2940,44.65000153,54.90000153,195
25-06-2020,34525.39063,350,1729,2830,1015,104,2027.25,191.8500061,340.0499878,182,551.5,53,159,354.5,530.0499878,104,1260,2720,43,50.59999847,187.5
26-06-2020,35144.78125,349.1000061,1730.349976,3052,1040,105.6500015,2025,205.5,356.3999939,187.8999939,554,52.54999924,158.6999969,366.8999939,557,104.9000015,1250,2753,44.25,52.79999924,186.5500031
29-06-2020,34926.94922,337,1728,2760,1033,101,2114,203.1000061,346,183.6000061,558.9000244,52.90000153,154.5,353,545.4000244,105,1280,2740,46.75,51.25,188.0500031
30-06-2020,35168.30078,345.0499878,1736.300049,2905,1077.900024,101.5,2090,201,346,181.25,544,52.25,152.25,317,536.25,104.9000015,1293,2815,45.09999847,50.20000076,188.1000061
01-07-2020,35009.58984,344.6499939,1718,2830,1065.699951,98.75,2085.050049,195,355,179.6999969,543.0999756,50.75,149,319.5,548,102.1999969,1336,2733.800049,44.90000153,48.59999847,194.1000061
02-07-2020,35604,346,1750,2985,1091,101,2096.100098,204.3000031,365.1000061,185.4499969,549.9000244,53.79999924,151.1999969,338.5,546.25,104,1333,2765.550049,46.95000076,51.54999924,193
03-07-2020,36025.37891,350,1781.050049,2980,1090.699951,102.6999969,2160.050049,207.6999969,365,186.5,563,54,154.3500061,336.0499878,567.6500244,104.3000031,1332.5,2792,50.70000076,51.79999924,193.8999939
06-07-2020,36313.46094,365.3999939,1801.150024,2960.399902,1106.099976,104.1999969,2208.699951,200.8000031,368,185.6000061,575.9000244,53.79999924,152,358.8500061,562.1500244,104.9000015,1316.75,2732.050049,50.90000153,51.45000076,197.1000061
07-07-2020,36660.35156,362,1870,3140,1106.050049,110,2269,200.3000031,362.2000122,187.75,586,54.20000076,153,362,565,104.5,1328.050049,2785,50.5,51.5,193.8999939
08-07-2020,36738.37891,350.25,1826,3355,1105,109.8000031,2275,194.8000031,378.7000122,188.5500031,590,56,152.6999969,375.2999878,574,103.5,1304.099976,2915,51.34999847,51,193.6999969
09-07-2020,36450.69141,342,1807.5,3232.5,1115.050049,106.5,2225,196.6000061,373.7999878,192.5,580.7000122,55.40000153,149.8999939,364.8999939,562,104.8000031,1319,2850.149902,52.25,53.40000153,195.6999969
10-07-2020,36555.12891,343,1829.900024,3272.100098,1122,106.8499985,2200,195.6999969,364.8500061,198,577,54.95000076,145.9499969,366.2000122,555.7999878,106,1324.949951,2869,50.20000076,52.45000076,202.8000031
13-07-2020,36880.66016,335.5,1908.5,3364,1109,109,2225,196,364.6000061,198.3000031,570,54.70000076,149,361.75,565.0999756,104.4000015,1310,2910,51,52.09999847,197.5500031
14-07-2020,36517.28125,334.5,1934.699951,3224,1064,106.4499969,2217,198,352,192.5,594,52.5,143.25,368.5499878,553.2000122,101.0999985,1348,2839.149902,48.95000076,50.59999847,199
15-07-2020,36314.76172,321.1499939,1938.699951,3239,1066.150024,106.6500015,2183,196.5,348,188.5,600.5,52.15000153,140.3999939,370,547.5499878,99.80000305,1294.5,2910,48.15000153,49.5,192
16-07-2020,36401.19922,317,1850,3175.050049,1052.699951,104,2264,199,347.1000061,185,625,51.95000076,137.6999969,361.5,540.5499878,97.15000153,1290,3055,47.65000153,47.95000076,190
17-07-2020,36547.75,312.0499878,1845,3217.800049,1061.449951,103.5,2255,193.75,345.5,186.6000061,609,53.09999847,139.5,381,557.75,97,1310,3039.899902,47.79999924,48.5,192.8500061
20-07-2020,37409.03125,314.25,1920.050049,3332,1142,106.4499969,2200,195.9499969,358.1000061,190,605,52.95000076,141,380.5,581,101.75,1319.800049,3117.5,49.59999847,49.54999924,194
21-07-2020,37823.60938,320,1941.800049,3498,1150,106,2227,192.6000061,370.5499878,192.1499939,630,54.79999924,142.3999939,383,597.5999756,100.25,1365.25,3295,49.09999847,49.20000076,199.8000031
22-07-2020,38178.07031,321.5,1980.050049,3316.199951,1140,108.5999985,2232.300049,192.75,385.7999878,195.1499939,621.5,54.79999924,143.6000061,386,596.5499878,104.3000031,1382.75,3204,49,49.75,205
23-07-2020,37814.92188,313,2004.099976,3253,1125,105.0999985,2190,198,382.7000122,193,613.7000122,57.29999924,142.6999969,390,595.5499878,101.25,1358.050049,3185,50.20000076,48.79999924,201.5
24-07-2020,37949.58984,315.5,2060,3249,1121,104.9000015,2158.800049,200.6499939,388.2000122,195.3500061,633,56.75,143,389,595,102.9000015,1345,3270,50.15000153,48.75,198
27-07-2020,38275.33984,309.2999878,2189.5,3257,1097.849976,104.1500015,2160,199.6999969,388.7999878,193.3500061,650,57.90000153,139.1000061,382.5,596.2999878,99.65000153,1346,3166,48.90000153,48.70000076,207.6999969
28-07-2020,38052.17969,311.6499939,2163.800049,3182,1079.050049,102.5,2214,196.5,361.3999939,188,672,56,136.5500031,383,586.1500244,97.80000305,1363.150024,3135,49.75,46.90000153,206.9499969
29-07-2020,38427.14844,319,2180,3245,1083.800049,107.0999985,2292,193.8999939,353.1000061,187.8000031,689.4000244,55.59999847,140,395,583.9500122,97.80000305,1405,3148,49.25,47.09999847,217.3999939
30-07-2020,38262.82813,321.7999878,2100,3301.949951,1071.199951,106.1500015,2292,198.1000061,352.6499939,192,680.1500244,55.45000076,139.8000031,388,588.75,99,1405,3181.5,50,48,217.5
31-07-2020,37847.87891,313.1000061,2125,3232,1053.550049,103.9000015,2300.5,194,345.5499878,188.1000061,677,54.34999847,141.5,380.0499878,597,97,1449.25,3200,48,46.09999847,219.5
03-08-2020,37595.73047,312.8999939,2059,3236,1030,103.4000015,2299,195,347,194,685,53.5,142.5,382.5,595,97.44999695,1424,3160,48.70000076,46.70000076,219.6999969
04-08-2020,37092.85938,312.2000122,2017.099976,3200,1005.900024,113.0500031,2260,192.8999939,346.3999939,192.6999969,674.9000244,53.25,139,386.5,595.7000122,94,1428.900024,3166,49.40000153,47.09999847,221.6000061
05-08-2020,37892.35938,316.9500122,2170,3240.050049,1050.800049,112,2264.949951,194.8000031,354.2000122,192.3500061,658.0999756,52.45000076,143.4499969,397,610.5999756,94.15000153,1398,3250,49.70000076,46.90000153,222
06-08-2020,37946.80078,330,2160,3285,1040,115.5999985,2271.100098,193.25,352.5,192.5500031,653,53,140,406.7000122,615,93.65000153,1421,3358,48.90000153,46.90000153,222.9499969
07-08-2020,37951.07031,327.7000122,2124.550049,3336,1036,117,2318.899902,195.3500061,359.2000122,191.8000031,660,52.65000153,144.8000031,405.5,602.9500122,96.25,1409,3330,49.79999924,46.79999924,224
10-08-2020,38168.42188,328.5,2156.5,3495,1041.699951,119.9499969,2310,196.1499939,359,191.75,670,55.04999924,141.9499969,432.0499878,599.9000244,97.5,1408.900024,3350,50.45000076,49,220.1499939
11-08-2020,38371.33984,334.7999878,2137.699951,3466.949951,1051,124.75,2285,200,369.1000061,195.3999939,690.5,54.09999847,150,430,595.2999878,97.90000153,1410.699951,3560,52,47.09999847,223
12-08-2020,38321.12891,337.5,2124,3432,1064,121.3499985,2281,202.8000031,365,196.1000061,671,54.45000076,144.8000031,410.2999878,607,97.09999847,1413,3420,52,47.84999847,222.6499939
13-08-2020,38456.64063,343,2133.5,3456,1065.349976,126.5500031,2277.5,204.25,367.75,205.5,695.7999878,54.09999847,146.6499939,437,611.5,99,1414,3318,55,48.75,221.25
14-08-2020,38432.94141,352.5499878,2122.300049,3429.949951,1068,131.8500061,2274.399902,201.5,371.3999939,203,691,54.40000153,149.8500061,498,621.5,98.65000153,1391,3245,56.75,48.59999847,220.5500031
17-08-2020,38062.07031,349.1499939,2103.149902,3358.699951,1045.050049,124.75,2255,197.5,366.1000061,198.6000061,703.5,53.20000076,144.3999939,496.7999878,618,96.25,1395.099976,3251,55.15000153,46.54999924,222.3000031
18-08-2020,38084.69922,358.3999939,2089.699951,3396.25,1028.099976,124,2264.800049,198.8000031,361.1000061,193.3000031,724.0999756,53.20000076,145.3000031,497.0499878,630.9000244,97.65000153,1399,3304,56.25,46.20000076,221
19-08-2020,38727.89063,360.7000122,2141.949951,3437,1062.599976,127.3000031,2273.899902,198.75,373.7000122,196,712,53.65000153,157.0500031,506,648,97,1440,3315,56.09999847,46.84999847,230
20-08-2020,38283.89844,356.6499939,2118.050049,3371.050049,1054,123.6999969,2257,197.5,366.2999878,194.0500031,710,54.59999847,156,482.0499878,640,101,1429,3334,56.09999847,47.34999847,226.6000061
21-08-2020,38471.92969,355,2119.800049,3416.25,1060.25,123.9499969,2254,198.8500061,369.5499878,198,731.7999878,54.90000153,163,491.1000061,670.0499878,102.5999985,1421,3317.350098,62.84999847,48.25,224.8500061
24-08-2020,38566.96094,361.7999878,2098.800049,3393.199951,1086,121.5,2248,197,373,200.25,734.9000244,56.25,162,495.4500122,661,101.6999969,1422,3250.050049,62.5,48.79999924,227
25-08-2020,38948.46094,351.8999939,2105,3520.050049,1120,121.5500031,2250,197,382,204,725.5,57,157.6999969,500,665.0999756,102.0500031,1430,3236,61.79999924,48.54999924,223
26-08-2020,38930.17969,347.1499939,2087.399902,3661,1120.050049,129.8000031,2245,196.0500031,387,208,739.0999756,56.79999924,156.8000031,500,662,100,1401,3315,60.5,48.65000153,222.6999969
27-08-2020,39293.53125,355.5,2146.25,3652.050049,1128,139.8500061,2261.050049,198,391,210.1000061,733,57,162.6999969,500.6000061,650,100,1407.400024,3251.100098,63,48.59999847,221
28-08-2020,39264.48047,355,2120,3655,1111.949951,143.25,2265,194.8000031,394,216.5,737.0999756,56.5,176,521,668,100,1411,3285.5,62.45000076,49,223
31-08-2020,39888.14844,366.8999939,2172,3711,1125.199951,145,2241,198.5,415,231.1499939,752.2999878,61.5,172.9499969,502.1000061,658.4000244,100,1396.699951,3388,61.65000153,53.25,223
01-09-2020,38754,359.6000061,2095,3510,1122,144,2265,191,394.1499939,212.1499939,737,55.54999924,160,490.8500061,635.0999756,95.80000305,1332,3276,60,48.95000076,219.8000031
02-09-2020,38892.64063,356.8999939,2095,3648.649902,1122.050049,145.4499969,2249,191.8000031,386,218.3999939,728,55.40000153,160.8500061,495.8999939,627,96,1323,3311,59.95000076,47.95000076,215
03-09-2020,39165.80078,366.7999878,2128,3677,1135,151.6000061,2265.100098,192,392.7999878,217.8000031,728.0999756,56.20000076,161.6000061,504,647.7999878,96.69999695,1365,3508.850098,61.09999847,47.79999924,220.8999939
04-09-2020,38325,361.2999878,2065.600098,3516.5,1106,147.3999939,2242,189.6000061,373.1000061,209.3500061,743.2000122,53.5,156,489,650,95.5,1319.699951,3310.050049,59.90000153,46.75,211
07-09-2020,38284.78125,354,2080.199951,3608,1088.099976,150,2288,187.5,373.2999878,206.1999969,748.0999756,54.15000153,154.8999939,488,650,97,1309.5,3375,59.90000153,46,208.6000061
08-09-2020,38498.07031,352,2093.800049,3515,1115.800049,149.5,2330.5,189.6999969,371.5499878,207.8999939,748.2000122,52.90000153,152.5,486.75,646,96.69999695,1340,3400,57.5,46.25,210.5500031
09-09-2020,37988.55859,345.6000061,2085,3475,1101,141,2325,186,369.2999878,200.5500031,745,51.5,149,468.5499878,635.5999756,94.55000305,1319.699951,3320,55,44.54999924,206.1999969
10-09-2020,38516.87891,346,2185,3448,1105,142.6000061,2329,184.1999969,372,197.8999939,756,52.04999924,152.3500061,471.6499939,656.9000244,91.30000305,1348,3355,55.84999847,45,210.8999939
11-09-2020,38865.17188,349.2999878,2314.649902,3494,1094,143,2348,185,372.5,198.3000031,745,51.34999847,150.1499939,461.6000061,644,91.09999847,1336,3400.25,56,45.59999847,214.3999939
14-09-2020,39073.51172,344.5,2319.75,3558,1090,147.5,2377,185.8000031,373,206.1999969,768,52.45000076,155,460,657,92,1336.099976,3390,57,46.04999924,212.6000061
15-09-2020,38904.67188,355,2315,3475.850098,1066,149.6000061,2487.5,184,363.6499939,199.6499939,791,54,156.5,480,695,92.05000305,1379,3440,57.20000076,46.40000153,209.0500031
16-09-2020,39161.01172,351.5499878,2323.699951,3515.350098,1069.75,149.0500031,2490,181.9499969,372.7000122,199.8999939,791.1500244,54.45000076,156.5,477,688.7999878,92.69999695,1393,3580,58.20000076,46.5,218.4499969
17-09-2020,39120.64063,351.75,2319,3493.449951,1088,150.8999939,2487,180.8000031,369.5,197,785,53.20000076,163,479.3500061,686,91.5,1389,3510.199951,57.5,45.84999847,218.5
18-09-2020,39200.42188,348.6499939,2315.800049,3494.949951,1090,149.8999939,2480,180.8000031,370.8500061,195.75,794.7999878,53,156.8999939,484,699,91.09999847,1414,3513.399902,57,45.90000153,222
21-09-2020,38812.69141,358.7000122,2305,3470,1052,148,2460,180.1999969,366.25,193,805,51.90000153,163.3999939,480.5499878,678,91.90000153,1431.800049,3468,56,45.09999847,220
22-09-2020,38200.71094,353.8999939,2287,3300,1050,138,2484.800049,175.6999969,353.25,186,790,49.75,152,460,665.3499756,88.80000305,1371.650024,3400,53,42.29999924,209.3000031
23-09-2020,38124.94141,340,2275,3339.5,1040,135.9499969,2510,175,356.6499939,188.8000031,807.2000122,49.45000076,152.4499969,455,660.7999878,84.25,1363,3437.899902,52,42.40000153,206.8000031
24-09-2020,37282.17969,323.8999939,2210,3205,1036.5,127.8000031,2450,171.6000061,345.5499878,181.1499939,786.25,46.79999924,147,435.1000061,667,83.05000305,1334.949951,3404.699951,52.79999924,41,205.5500031
25-09-2020,36991.89063,318,2196,3089.5,1053,125,2370,169,338.1000061,179.0500031,753,46.29999924,147.3000031,436.0499878,653.9000244,84.5,1318,3449,50.65000153,40.15000153,200
28-09-2020,37756.25,326.3500061,2229,3195,1050,129.25,2435,171.1999969,351.8999939,184.25,784,48.90000153,153.8999939,455,674.7999878,86.84999847,1353,3470.25,53.5,42,201.5
29-09-2020,38176.85938,341.3500061,2222,3359.449951,1058.900024,135.1999969,2439,174.8000031,364.3999939,188.6000061,779,50.79999924,158,459,700,88.34999847,1380,3600,54.15000153,43.59999847,210.3500061
30-09-2020,38068.89063,340.7000122,2264.800049,3300,1055.099976,133,2495,170.8000031,357.0499878,185,780,49.5,155,442,672.25,88.84999847,1384.900024,3657.899902,54,41.59999847,218.3999939
01-10-2020,38410.19922,349.8999939,2264,3400,1085,135.6999969,2509.800049,174.1000061,357.5,187.6999969,797.9000244,49.20000076,153,447.7999878,687.1500244,86.80000305,1414,3664,53.5,41.29999924,218.1999969
05-10-2020,38956.78125,354.5499878,2246,3460,1111,137,2610,171.6999969,370.9500122,191.8000031,822,51.09999847,156.8999939,460,678.5499878,88.09999847,1416,3749,54.45000076,42,223
06-10-2020,39336.33984,357,2228,3440,1131.699951,137.8000031,2736,169.5,376.5,190.5500031,855,51,160.1999969,466,672,88,1420,3551,54.40000153,42,221.3999939
07-10-2020,39633.19141,363,2233.25,3415,1145,144.1000061,2738,170,379.8999939,192.8000031,846.5499878,51.95000076,162.8999939,468.1000061,669.9000244,86.90000153,1442,3486.699951,54.95000076,41.70000076,225.6000061
08-10-2020,40204.32031,360,2261.800049,3349,1175.550049,142.8000031,2825,170.25,385,191.5500031,858.2000122,51.25,159,467,680,87,1480,3476.100098,56.09999847,41.65000153,237.1499939
09-10-2020,40226.25,361.6499939,2237,3333.699951,1200,141.3999939,2823,167.5,388.6000061,191.5,857,52.04999924,161,470,693.0999756,84.94999695,1519,3475,55.25,42.25,238.5
12-10-2020,40716.94922,360,2233.5,3353,1235,139.5500031,2818.899902,169.9499969,404.25,200.0500031,857.0999756,53.40000153,158.8000031,466.6499939,689.2999878,87,1501,3462.5,54.45000076,44.79999924,239
13-10-2020,40592.53906,358,2232.199951,3325,1214.150024,135.5500031,2845,172.8500061,401.6000061,198.6999969,857.7000122,52.25,155.8000031,460,662,84,1519,3510,52.90000153,41.90000153,239.25
14-10-2020,40623.19141,349.8999939,2284.899902,3252.5,1193.300049,134,2840.149902,170.1499939,394.1499939,194.0500031,868,52.40000153,156,455.0499878,665.8499756,83,1524,3580.75,54.40000153,41.5,242
15-10-2020,41048.05078,351,2291,3370,1214.800049,131.8999939,2810.100098,167.8999939,407,200.9499969,851,53.29999924,160.25,444.8999939,665.2000122,82.09999847,1548,3755,53.59999847,41.59999847,247.1000061
16-10-2020,39936.60938,342.6499939,2214.800049,3299.899902,1182,129.8000031,2751,165.1000061,394.2000122,194.8000031,814.5,52,155.4499969,445.2000122,688.0999756,82.80000305,1523,3699.949951,53.29999924,40.65000153,243.8999939
19-10-2020,40318.57031,352.7999878,2192,3243,1220,130.6999969,2777,166.9499969,400.1000061,196.5,829.9000244,53.29999924,164.6999969,458,705.5999756,84.05000305,1565.099976,3622.199951,54.90000153,40.75,248.1499939
20-10-2020,40420.28906,347,2183.699951,3262,1212,128,2722,168.6999969,413.9500122,200,818,55.59999847,164.3999939,452,683,85.25,1579.949951,3474.850098,54.95000076,42.90000153,249
21-10-2020,40767.14063,353.3500061,2171.100098,3279,1231,131.25,2739,168.3000031,416,204.9499969,850.5,56.84999847,168,466,699,86.5,1591.949951,3474.100098,55.09999847,42.29999924,252.8999939
22-10-2020,40531.30859,353,2123,3161,1242,129.0500031,2666.800049,167.6499939,416.8999939,201.8000031,842.2000122,56.5,174,456,701,86,1615,3491.850098,53.09999847,42.29999924,253.1999969
23-10-2020,40728.39063,362.7000122,2109,3328.350098,1240,134.8500061,2684,168.9499969,416.2000122,203.8000031,839,57,175,468.8999939,710.5999756,88.84999847,1636,3402,55.75,43,256.8999939
26-10-2020,40649.76172,366.7999878,2101,3343,1232,139.3999939,2695,171,417.5499878,202.1000061,834,56.59999847,172.1000061,495.7999878,704,87.94999695,1604,3616,55.25,43.25,249
27-10-2020,40199.07813,363.5499878,2032,3325,1221.099976,134,2696.850098,168.3500061,404.5499878,196.25,824.4000244,54.09999847,167.8999939,478,696.25,85,1599.400024,3515.050049,54.45000076,42.54999924,244
28-10-2020,40664.35156,364.7000122,2044,3453,1230,138.1999969,2653,168.25,412.5,195.3000031,828.0999756,54.29999924,165,471,701.0999756,85,1664,3571,54.40000153,42.5,252.5
29-10-2020,39537.17188,351.5,1999.400024,3362,1202,132.3999939,2605,164.1000061,391.6000061,189.1000061,791.4500122,51.70000076,154.4499969,456,705,82,1615,3510,52,41.59999847,249.8999939
30-10-2020,39779.82031,343.5499878,2035,3378,1184,132.8999939,2639,164.3000031,400.7000122,189.5,806,51.34999847,153,455.5,702.7999878,84.5,1658.800049,3637,52.54999924,43.29999924,254.8000031
02-11-2020,39880.37891,362.4500122,2033.5,3340,1195,133.6999969,2665,165.75,417.9500122,192.4499969,815,50.5,160.1999969,454.9500122,705,86,1660,3560,52.90000153,42.09999847,261.8999939
03-11-2020,39990.75,360,1888,3431,1225,134.8500061,2604.699951,167.6000061,424.2000122,198.3000031,825,51.95000076,165.4499969,454.9500122,726.9000244,84.84999847,1675,3593,52.95000076,44.84999847,263.2000122
04-11-2020,40171.71094,362,1840,3475,1249.050049,134.6499939,2625,170,436,204.3999939,810.0499878,53.15000153,159,463,713.0999756,84,1665.300049,3590.350098,53.65000153,44.54999924,262
05-11-2020,41112.12109,366.5499878,1949,3602,1264,136.9499969,2681,170.5500031,444,214.5,835,53.20000076,165,469.9500122,720,84.19999695,1690,3669,53.5,44.29999924,252.8000031
06-11-2020,41438.76172,368,1988,3740,1260,137.8999939,2695,176.5500031,439.9500122,219,835,54.20000076,164,475.5,745.0999756,87.30000305,1705,3637,55.09999847,45.34999847,256.1000061
09-11-2020,42273.96875,373.75,2058.699951,3809,1311.699951,140.3500061,2738.25,173.9499969,449.2000122,221.1499939,856,55.75,169.75,477.2000122,757.0999756,87,1672,3618,55.5,46.04999924,250
10-11-2020,42959.25,369.25,2075,3900,1351,143.25,2725,174.9499969,484.25,222.3500061,875,56.09999847,174.25,495.25,795.3499756,86.75,1678.5,3659.899902,55.5,47,250.5500031
11-11-2020,43444.05859,368,2092,4210,1400,146,2645.300049,179.6000061,484.5,232.8999939,822.2999878,59,179.1499939,520,763.1500244,91.40000153,1676,3465,57.65000153,48.45000076,252
12-11-2020,43291.89063,371.5,1985,4263.799805,1350,150,2687,185.1999969,481,232.1000061,835.5499878,57.40000153,181,495,761.1500244,93.19999695,1677,3545.050049,57.25,46.90000153,258
13-11-2020,43298.92188,368.7000122,1990,4260,1369.400024,150,2656,187,473.5,225.5,836.9000244,55.90000153,183.9499969,495,750,92.80000305,1653.5,3625,55.25,45.65000153,261.8999939
14-11-2020,,369,2013,4414.75,1370,149,2680,189.8000031,489.8999939,232.3999939,845,57.45000076,185.1499939,484,765,93.65000153,1690,3870,55.79999924,47,261.0499878
17-11-2020,44095.85156,367,2084,4386,1386.550049,151.6999969,2685,188.6999969,487,231.9499969,845.2999878,57,184.1000061,490.7000122,762,94,1658,3850,56,46.54999924,259.5499878
18-11-2020,43978.57813,382,1997.449951,4474.100098,1411,158.6000061,2665,186.75,489,240,843,58,192.8999939,495,776.9000244,93.05000305,1692.699951,3940,57.90000153,47.15000153,267.3500061
19-11-2020,43902.23828,391.9500122,1986.400024,4625,1400,171.8000031,2630,183,490,247.5,834.9000244,61.84999847,190.5500031,502.7999878,765,93.30000305,1685,3995,60.54999924,49.29999924,261.7000122
20-11-2020,43732.14063,382.5,1977.800049,4565,1374,170,2655,188.1499939,478.6499939,241.1999969,824.0999756,58.54999924,188.4499969,511,780.7000122,93.69999695,1680,3832,59.29999924,47.65000153,260
23-11-2020,44164.17188,376.3500061,1929,4780,1412,169.6999969,2685,192,480.3999939,243.1999969,837,59,182.0500031,498.1000061,780,98.55000305,1710,4000,58.54999924,48,258.3500061
24-11-2020,44341.19141,378,1962,4847,1407.199951,172.3000031,2738,191,473.1000061,240.8999939,870,58.79999924,187.5,495.2000122,762,101.0500031,1735,4049.800049,59.65000153,47.15000153,259
25-11-2020,44749.73047,395.6499939,1980,4820,1450,175,2727,195.5,483,244.1999969,872,59,192,496.5,785,101.0999985,1708.699951,4055,60.54999924,47.5,255.3999939
26-11-2020,43967.58984,400.1000061,1950.050049,4686.950195,1415.650024,171.6999969,2686.649902,195.3999939,474.2000122,244.3999939,865,60,183.6000061,499.7999878,770,102.8000031,1650.050049,4060,62.20000076,49,257
27-11-2020,44325.03125,407.0499878,1941,4861,1433.449951,174.4499969,2700,194.8999939,475.6000061,246,861,60,184.3999939,517.2999878,767.5,103.5,1708.699951,4153.100098,63.34999847,51.5,262.4500122
01-12-2020,44435.82813,414,1935.25,4945,1440,183.25,2680,194.5,483,244.8000031,895,63.25,189.6000061,519.8499756,806.2000122,104.3499985,1719.5,4350,65.44999695,51.70000076,263.9500122
02-12-2020,44729.51953,424,1962.949951,4861.149902,1432,184.1000061,2720,195,487,248.6499939,895,65.5,195.1000061,515,795.4500122,111,1747,4212.600098,69.15000153,54.04999924,263.3999939
03-12-2020,44902.01953,440.5,1970,4860,1420.099976,185,2768.550049,196.8500061,481.7000122,249,912,66,202,534,802.2999878,117.5,1740,4210,68.5,54.84999847,264.5
04-12-2020,44665.91016,438.2000122,1963,4867.5,1377,186.6999969,2706,196.75,484.4500122,256.5,910,66.25,204.9499969,543.7000122,807.5,120,1724,4181.399902,71.5,59,262.3999939
07-12-2020,45099.92188,460.25,1942,4874.950195,1377,184.6999969,2719,198.6499939,504.1000061,263.4500122,919,66,211,561,820.2000122,121,1689.300049,4236,72.90000153,59.5,255.1499939
08-12-2020,45568.80078,473.5,1963,4845,1377,185.3500061,2745,204.3500061,511.7000122,270.3500061,943.5499878,67,207.9499969,553.2999878,820.9000244,124.6999969,1664.199951,4272,73.19999695,60.40000153,253.5500031
